hcp_id,hcp_specialty,t1_diag_pat,t1_treated_pat,total_unique_pat_treated,unique_cancer_treated,t1_nps,t1_platinum_pat,t1_platinum_pat_1L,comp_a_claims,comp_r_claims,comp_z_claims,t1_pat_1L,t1_pat_2Lplus,t1_calls,t2_calls,t1_avg_gap,t2_avg_gap,Display_Impressions,Email_Opens,e-Newsletters_Opens,e-Newsletters_Sent,Display- eNewsletters_Sent,In App_Impressions,In-office Video/ Wallboards_Deli,Email_Delivered_EM,Direct Mail_Delivered_DM,Display- Targeted/Programmatic_I,Text Ad_Clicks,admisson_impressions,print_exposure,ABC_t1_nps
956,Oncology,71,13,16,4,3,9,4,12,0,3,7,8,11,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,0
957,Others,19,13,83,5,1,8,7,4,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,Oncology,20,13,253,9,1,8,4,5,0,0,4,7,1,0,0,0,0,0,0,12,4,0,1,0,0,0,0,0,0.119489724,0
959,Others,23,13,195,9,0,7,3,11,0,0,3,7,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,Oncology,20,13,152,9,4,10,7,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,20,0.119520958,1
961,Oncology,91,13,382,9,3,4,1,6,0,0,2,7,17,5.2,19.75,109.5,0,0,0,0,0,6,0,0,0,0,1,0,0,0
962,Others,20,13,174,9,3,8,5,6,0,0,6,6,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,0,0
963,Oncology,36,13,357,9,1,7,4,8,0,0,7,7,3,2.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
964,Oncology,21,13,400,9,1,7,3,4,0,0,4,7,2.5,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0.119489724,0
965,Oncology,66,13,1027,9,1,9,5,11,0,0,6,5,9.5,7,0,0,0,0,0,8,0,0,10,0,1,0,0,0,0,1
966,Oncology,48,13,346,9,5,8,4,67,0,0,5,9,11.5,7.6,0,0,0,0,0,4,0,0,0,7,1,0,0,0,0.119489724,0
967,Oncology,48,13,578,9,2,6,4,12,0,0,4,7,17.5,13.5,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0.119520958,0
968,Oncology,43,13,304,9,4,9,5,15,8,0,5,7,12,6.5,0,0,0,2,2,8,8,0,0,8,1,1,0,114,0.119489724,0
969,Oncology,41,13,320,9,1,8,5,25,4,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.119520958,0
970,Oncology,89,13,412,9,4,3,2,26,0,0,3,8,15,6,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0.119520958,0
971,Oncology,15,12,55,8,0,0,0,0,0,0,1,0,1,1.5,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0.119489724,0
972,Oncology,28,12,197,9,3,3,2,19,0,0,4,7,9.5,3.1,34,0,0,0,0,0,0,0,0,1,1,0,0,0,0.119489724,0
973,Oncology,33,12,252,9,2,7,4,21,0,0,5,4,2,1,0,0,3,0,0,4,0,3,0,0,0,0,1,0,0.119489724,0
974,Oncology,28,12,449,9,4,7,6,7,0,0,7,4,6,8.5,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0.119489724,0
975,Oncology,28,12,386,8,2,4,3,4,0,0,3,9,4.5,7.5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
976,Oncology,42,12,173,9,5,8,6,20,0,0,7,5,10,4,57,0,0,0,0,0,1,0,10,0,1,0,0,0,0.119489724,1
977,Oncology,50,12,259,9,0,1,1,2,0,0,4,5,0,1,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0.119489724,0
978,Oncology,39,12,183,9,1,5,4,3,0,0,5,4,8.5,3,44.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0.119520958,0
979,Others,22,12,21,2,3,0,0,15,9,24,7,6,8,4,0,0,0,0,1,4,8,0,0,4,1,0,0,2,0,1
980,Oncology,44,12,368,9,8,9,8,6,0,2,8,4,8.5,6.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.119489724,0
981,Oncology,44,12,280,9,2,3,1,9,0,0,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
982,Oncology,34,12,16,3,4,2,1,14,0,2,3,4,5,0,78.92307692,0,0,0,0,0,1,0,0,8,0,0,0,48,0.119520958,1
983,Gynecology,183,12,14,3,8,5,4,3,3,7,6,5,5,0,84.82608696,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
984,Others,19,12,26,5,0,1,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
985,Oncology,39,12,164,8,3,8,6,21,0,0,7,4,8.5,6,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0.119489724,0
986,Oncology,20,12,181,9,3,5,3,3,0,11,3,7,8,5.5,0,0,6,0,3,4,1,4,0,0,0,0,0,20,0.119489724,0
987,Others,58,12,251,9,2,7,3,12,3,0,5,6,9.5,5.5,0,0,0,0,0,4,9,0,0,4,1,0,0,0,0,1
988,Oncology,93,12,13,2,8,5,2,33,0,0,6,3,22.5,0,0,0,0,0,0,0,0,0,0,0,1,5,0,19,0,0
989,Others,74,12,14,3,4,0,0,0,0,13,8,2,33,0,19.64705882,0,0,2,0,0,0,0,0,4,1,0,0,126,0,0
990,Gynecology,38,12,15,4,2,6,5,1,0,8,7,6,5,0.5,0,0,1,0,0,0,0,0,0,4,1,1,1,7,0,0
991,Oncology,27,12,19,4,7,9,9,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.119489724,1
992,Oncology,84,12,152,9,3,4,1,22,0,0,5,6,20,10,0,0,4,0,0,0,0,3,0,4,1,3,0,0,0.119520958,0
993,Oncology,21,12,289,9,0,5,5,1,0,0,5,3,7.5,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
994,Oncology,32,12,110,7,1,4,3,6,0,0,4,7,8,3.5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
995,Oncology,20,12,464,8,1,4,1,5,0,0,4,6,2,1.5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0.119489724,0
996,Oncology,115,12,18,5,10,8,8,9,0,0,10,2,11,0,0,0,0,0,0,0,3,0,0,5,1,0,0,49,0,0
997,Others,41,12,20,2,1,0,0,2,1,8,1,9,24,0,13.51851852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,Oncology,27,12,206,8,0,3,2,1,0,0,4,7,0.5,0.5,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0.119489724,0
999,Oncology,40,12,15,3,3,5,3,7,0,0,5,8,21.6,10.5,16.6,0,0,9,0,0,0,0,0,4,1,8,0,259,0,0
1000,Oncology,34,12,289,9,1,4,3,15,0,1,3,7,8.5,2.5,0,0,0,0,0,0,2,0,0,4,1,0,1,55,0,0
1001,Oncology,45,12,118,9,5,6,6,2,0,0,7,4,11,3.5,0,0,5,0,0,0,4,0,0,4,1,0,0,8,0.119489724,0
1002,Oncology,22,12,221,9,1,3,2,6,2,0,3,8,3.5,2.5,0,0,106,0,0,4,3,0,10,0,1,0,0,52,0.119520958,0
1003,Oncology,11,12,250,8,4,7,5,2,1,4,6,6,2,2.5,0,0,0,0,0,0,6,1,0,4,1,0,0,0,0.119520958,0
1004,Oncology,28,12,434,8,3,4,3,41,0,0,4,6,10,4.5,0,0,0,0,0,4,9,0,0,0,1,0,0,45,0.119489724,0
1005,Oncology,36,12,197,9,1,5,3,7,0,0,6,6,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1006,Oncology,25,12,18,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0.119489724,0
1007,Oncology,45,12,229,8,3,9,3,32,0,0,4,7,11.5,3.5,0,0,0,0,0,0,0,0,10,0,0,0,0,46,0,0
1008,Oncology,38,12,188,9,1,8,3,13,8,3,3,9,11,4.5,89,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
1009,Oncology,40,12,356,9,1,3,1,1,0,0,2,10,3,1.5,0,0,3,0,0,0,0,0,10,0,1,0,0,66,0,0
1010,Oncology,44,12,236,9,2,7,7,1,0,0,8,4,12,5.5,36.25,0,0,0,1,4,3,0,0,0,1,0,0,5,0.119489724,0
1011,Oncology,44,12,307,8,3,3,2,13,0,0,4,7,7,3.5,34.4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
1012,Oncology,156,12,23,3,6,2,1,0,0,1,3,3,26,0,12.33333333,122,0,0,0,0,0,0,0,4,1,0,0,0,0,0
1013,Oncology,25,12,396,9,3,8,6,3,0,8,7,4,9,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
1014,Oncology,26,12,170,8,1,3,2,7,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1015,Others,20,12,17,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,Oncology,29,12,303,9,1,7,5,3,1,0,6,6,14,9.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.119489724,0
1017,Oncology,46,12,157,9,2,5,3,35,0,0,6,5,12,6.2,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0.119489724,0
1018,Oncology,33,12,174,8,1,6,5,9,0,0,8,4,9.5,7.6,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0
1019,Gynecology,69,12,21,6,4,5,4,23,0,0,5,7,18.1,0.5,71.81818182,0,0,0,0,0,0,0,0,0,1,0,0,125,0,0
1020,Oncology,31,12,14,4,7,9,8,21,0,4,9,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,Oncology,31,12,169,8,3,6,3,4,0,36,6,5,8,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1022,Oncology,27,12,361,9,4,7,4,10,0,7,5,7,2.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1023,Oncology,62,12,451,8,0,8,4,64,0,1,4,7,26.5,14.5,0,0,46,0,2,8,8,0,0,0,0,0,0,0,0.119520958,1
1024,Oncology,31,12,432,9,2,6,3,2,0,0,3,8,3,2.5,0,299,0,0,0,0,0,1,0,6,0,0,0,0,0.119520958,1
1025,Oncology,38,12,16,3,7,6,4,7,0,10,8,5,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,35,0,0
1026,Oncology,40,12,199,8,2,8,4,5,0,0,5,6,10,4.2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
1027,Oncology,54,12,175,8,2,2,2,3,0,0,2,7,17,11,16,0,1,0,0,0,10,0,0,4,1,0,1,155,0.119489724,0
1028,Oncology,90,12,202,9,6,7,6,10,2,0,8,4,12.5,6.1,26.90909091,0,42,0,0,0,7,0,0,4,1,0,0,10,0,1
1029,Oncology,59,12,159,9,3,8,4,34,0,0,4,7,23,10,0,0,0,0,0,4,3,0,0,9,0,0,0,13,0.119520958,0
1030,-,11,12,247,6,3,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,Oncology,27,12,294,9,4,4,2,17,0,0,5,4,22.5,8.5,0,0,0,0,0,0,5,0,0,1,1,0,1,30,0,0
1032,Oncology,46,12,296,8,3,3,2,19,0,0,2,1,6,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.119489724,0
1033,Oncology,32,12,247,9,0,2,1,8,0,0,1,7,14,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
1034,Oncology,17,12,23,3,6,3,3,6,2,11,8,5,11,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1035,Others,24,12,15,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1036,-,16,12,117,9,3,8,6,27,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,Oncology,48,12,13,3,3,3,3,14,0,15,7,6,5,0,0,0,3,1,1,3,0,0,0,10,1,4,0,175,0,0
1038,Gynecology,100,12,13,2,7,8,6,0,0,0,6,5,39,2,7.875,0,0,0,0,4,0,0,10,0,1,0,0,39,0,1
1039,Oncology,45,12,224,9,5,5,5,3,0,0,6,4,10,3.5,0,0,0,0,0,8,8,0,0,5,1,0,1,0,0.119489724,0
1040,Oncology,38,12,19,5,5,7,4,16,0,12,7,5,32.6,2,15.66666667,0,0,0,0,0,6,0,0,0,0,0,0,158,0,1
1041,Oncology,25,12,203,9,4,9,5,8,0,0,6,5,2,0.5,0,0,0,0,1,12,0,0,8,7,1,1,0,0,0.119489724,0
1042,Oncology,79,12,300,9,1,7,3,29,0,0,4,8,8.5,5.3,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0.119489724,0
1043,Oncology,32,12,393,9,3,5,5,19,0,0,7,2,2,1,0,0,0,0,0,4,4,0,0,12,1,0,0,0,0,0
1044,Oncology,59,12,231,9,2,7,5,4,0,6,7,5,27,12,0,0,0,0,0,0,5,0,0,4,1,3,0,6,0.119520958,0
1045,Oncology,35,12,12,1,1,8,4,9,0,0,5,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,Oncology,55,12,317,9,5,7,6,26,0,1,6,6,1,0.5,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0.119489724,0
1047,Oncology,47,12,152,8,2,5,2,6,0,0,2,7,16.5,4.7,0,26.66666667,0,0,0,0,11,0,0,2,1,0,0,0,0.119489724,0
1048,Oncology,30,12,14,4,8,3,3,0,0,5,7,2,11,0,22.25,0,0,0,0,0,0,0,0,4,1,0,0,3,0,0
1049,Oncology,43,12,597,6,1,5,3,44,0,0,6,6,8,5.5,0,34.25,0,0,0,0,0,4,0,3,1,4,0,1,0.119520958,0
1050,Oncology,40,12,196,6,3,5,3,28,1,0,4,5,10.5,9.5,298.15,0,0,0,3,8,0,0,6,0,0,0,0,60,0,0
1051,Oncology,23,12,583,9,1,3,1,4,0,0,2,6,8,14.5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
1052,Oncology,36,12,288,9,0,2,0,4,0,0,3,9,36,13.6,20.7,0,0,0,0,0,0,0,10,4,1,0,0,2,0.119489724,0
1053,Oncology,16,12,96,9,1,5,4,3,0,0,9,3,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0.119489724,0
1054,Oncology,8,12,165,9,5,6,3,4,0,0,6,8,8.5,10,0,0,0,0,0,0,8,0,0,5,1,8,0,174,0.119520958,0
1055,Oncology,49,12,183,8,3,8,4,3,0,7,4,9,8.5,5.5,0,0,0,0,0,0,6,0,0,3,1,0,0,12,0,0
1056,Oncology,23,12,198,9,1,8,7,1,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.119489724,0
1057,Oncology,59,12,234,8,4,8,6,43,0,0,7,6,12.5,10.7,0,0,0,0,0,2,0,0,0,7,1,0,0,11,0.119520958,0
1058,Oncology,17,12,94,6,5,9,6,3,0,0,8,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0.119489724,0
1059,Gynecology,71,12,15,5,3,5,4,4,0,0,4,7,20.5,0.5,27.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1060,Others,55,12,221,8,3,5,1,14,14,0,2,9,9.6,2.3,75.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0.119489724,0
1061,Oncology,40,12,267,9,1,4,4,4,0,0,5,5,2.6,10.1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0.119489724,0
1062,Oncology,22,12,306,8,0,4,4,15,0,0,6,4,28.5,27.6,0,0,0,0,6,4,0,0,0,0,1,0,0,19,0.119489724,0
1063,Oncology,205,12,15,4,2,5,3,28,0,8,7,5,70,0,35,0,0,0,0,4,6,0,0,3,1,0,0,18,0,0
1064,Oncology,17,12,173,9,0,6,5,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0.119489724,0
1065,Oncology,56,12,202,8,1,10,3,5,0,0,4,8,29,14.5,0,0,6,0,1,8,0,0,0,0,0,0,0,0,0.119489724,0
1066,Oncology,12,12,147,9,0,5,4,5,0,0,4,6,5.5,8,0,0,0,2,0,0,0,0,0,11,1,0,0,0,0,0
1067,Oncology,24,12,17,5,6,4,4,4,0,2,9,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1068,-,14,12,243,7,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,Others,28,12,14,2,3,0,0,0,0,0,5,7,3.5,4,103.3636364,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1
1070,Oncology,25,12,383,9,1,2,1,24,0,0,3,6,18,9.5,0,0,0,0,0,0,0,0,0,3,1,0,0,22,0.119489724,0
1071,Oncology,53,12,227,8,2,8,1,22,0,1,3,9,16,8.1,28.89655172,0,0,0,0,4,0,0,0,7,1,0,0,2,0,0
1072,Others,37,12,278,9,2,7,2,22,0,4,2,10,11,11,31,0,0,0,0,0,1,0,10,3,1,0,0,0,0,0
1073,Oncology,34,12,372,9,2,6,3,1,0,0,4,5,12,6.5,0,0,0,0,0,0,0,0,0,10,1,8,0,32,0.119489724,0
1074,-,48,12,251,8,0,5,2,2,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1075,Oncology,40,12,407,9,2,4,2,28,1,0,4,6,12.5,6.5,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0.119489724,0
1076,Oncology,28,12,364,9,2,6,4,3,0,0,5,4,15.5,14.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.119520958,0
1077,Oncology,19,12,163,7,1,11,7,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,Oncology,67,12,21,5,8,10,10,17,0,0,11,3,5,0,0,0,0,0,0,0,5,0,0,0,1,1,0,117,0,0
1079,Oncology,25,12,360,9,3,10,6,3,0,0,7,3,6,1.7,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0.119489724,0
1080,Oncology,79,12,287,8,2,10,6,8,0,0,6,7,36.5,18.5,0,0,0,0,0,0,8,0,0,0,1,0,0,4,0.119520958,0
1081,Oncology,46,12,14,3,3,5,2,2,14,0,4,8,37,0,12,0,0,0,0,4,6,0,0,0,1,0,0,58,0,1
1082,Oncology,64,12,200,9,5,8,7,2,0,0,8,5,16.6,6.5,0,0,0,0,0,0,0,2,0,0,0,0,0,32,0.119489724,0
1083,Oncology,34,12,396,9,1,4,1,10,0,1,2,10,4,1.5,0,0,40,0,0,8,0,0,30,4,1,0,0,91,0.119520958,0
1084,Oncology,44,12,12,1,4,1,1,0,13,26,8,3,18,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,Others,35,12,132,9,0,3,3,6,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,Gynecology,56,12,13,2,4,2,2,8,2,4,5,4,15,0,20.5,0,0,1,0,0,0,0,0,4,1,5,0,4,0,0
1087,Oncology,27,12,380,9,0,9,3,7,0,0,3,6,13,6,29.375,0,3,0,0,4,0,0,0,0,1,0,0,0,0,0
1088,Oncology,37,12,430,9,1,6,3,65,0,0,3,5,13.5,5.2,47,0,0,0,0,0,0,0,0,8,1,1,0,0,0.119489724,0
1089,Oncology,78,11,13,3,0,3,2,0,6,20,3,7,1,0,0,0,0,0,0,0,5,0,0,4,1,0,0,0,0,0
1090,Oncology,35,11,477,9,2,6,4,8,0,0,4,8,9,2.5,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
1091,Oncology,57,11,302,9,3,8,6,1,0,0,6,6,9,5,74,74.5,0,0,0,0,8,0,0,1,1,0,0,91,0.119489724,1
1092,Oncology,36,11,367,9,2,8,3,15,0,0,4,7,3,1,0,0,0,0,0,4,7,0,0,1,1,0,0,36,0.119489724,0
1093,Oncology,44,11,11,1,3,1,1,30,0,0,4,7,29.5,13.1,13.47058824,0,0,0,0,0,0,0,0,4,1,2,0,37,0,1
1094,Oncology,9,11,157,8,6,9,8,2,0,4,9,3,5.5,7,203,0,0,0,0,0,1,0,0,9,1,0,0,436,0.119489724,0
1095,Oncology,24,11,144,7,1,5,2,7,0,0,2,9,4,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.119489724,0
1096,Gynecology,41,11,16,3,0,5,4,0,0,0,4,4,3,0,160.25,0,0,0,0,0,7,0,0,0,0,0,0,27,0,1
1097,Oncology,38,11,161,6,5,8,5,7,0,3,6,6,11,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,74,0.119489724,0
1098,Others,27,11,17,5,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,Oncology,28,11,216,9,0,3,2,9,0,0,3,4,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
1100,Oncology,54,11,130,7,4,5,3,15,0,10,4,8,10.5,7.5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1101,Gynecology,94,11,18,5,5,6,6,1,0,0,6,5,9,1,143.3333333,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1102,Oncology,49,11,495,9,2,5,4,0,0,0,7,2,11,5.5,0,31.2,0,0,0,4,0,0,0,6,1,0,1,0,0.119489724,0
1103,Oncology,22,11,326,9,0,6,4,3,0,0,5,5,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1104,Oncology,48,11,288,9,1,6,4,6,0,7,5,7,26,12.6,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0.119489724,0
1105,Oncology,34,11,173,9,3,6,4,30,0,1,5,6,1.5,0.5,0,0,0,0,0,0,2,0,20,0,1,0,0,72,0.119489724,1
1106,Oncology,27,11,269,9,2,6,3,2,0,0,4,6,4,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
1107,Oncology,20,11,506,9,0,3,1,1,0,0,3,7,7,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
1108,Others,6,11,12,2,3,0,0,0,2,18,4,4,1,0,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,Oncology,23,11,500,9,0,4,4,10,0,0,5,2,5,10,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0.119489724,0
1110,Oncology,18,11,195,8,4,8,8,14,0,0,8,1,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
1111,Oncology,35,11,270,9,5,10,6,13,0,0,6,5,3,1.1,0,0,0,0,3,4,4,0,10,6,1,0,1,0,0.119520958,0
1112,Oncology,28,11,202,9,0,8,4,7,0,0,4,7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,Oncology,75,11,23,5,3,7,5,1,0,0,5,6,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,Oncology,17,11,234,8,0,3,1,9,0,0,1,9,3,2.5,0,19,0,0,0,4,0,0,0,0,0,0,0,0,0.119489724,0
1115,Oncology,41,11,147,9,1,6,1,7,0,0,1,11,17.5,8.1,78,113,0,0,0,0,0,0,0,4,1,2,1,1,0.119489724,0
1116,Oncology,48,11,360,9,1,7,2,12,0,0,2,7,9.5,6.5,116.875,0,0,0,0,8,0,0,0,5,1,0,0,20,0.119520958,1
1117,Oncology,42,11,193,8,0,2,1,5,0,6,2,7,8.5,6.5,0,0,0,0,0,0,0,1,10,0,1,0,0,0,0.119489724,0
1118,Oncology,7,11,184,9,4,7,6,4,0,0,6,3,16,7.5,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0.119489724,0
1119,Oncology,36,11,99,5,3,4,3,19,0,0,7,5,6.5,3.1,50.47619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119520958,0
1120,Oncology,32,11,148,3,0,3,0,15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,Oncology,33,11,264,9,2,7,5,12,0,0,6,2,7,3,0,103.75,0,0,0,0,0,0,0,5,1,0,0,0,0,0
1122,Oncology,34,11,206,9,0,4,3,10,0,0,5,5,3,1,0,0,0,0,0,4,2,0,0,5,1,1,0,3,0.119520958,0
1123,Oncology,39,11,333,9,2,5,4,4,0,0,5,6,1,0.5,0,0,0,0,0,4,6,0,10,5,1,0,0,0,0.119520958,0
1124,Oncology,12,11,14,3,0,0,0,0,39,0,6,3,6,1,173.1111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1125,Oncology,38,11,374,9,1,6,4,37,0,0,5,7,16,7.6,0,0,119,0,0,4,1,0,0,8,1,0,0,1,0.119520958,0
1126,Oncology,53,11,15,3,2,3,0,4,5,0,4,6,6,0.5,32,0,0,0,0,8,7,0,0,2,1,0,0,47,0.119489724,1
1127,Gynecology,58,11,13,2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1128,Oncology,18,11,257,9,1,4,1,9,1,0,4,6,1.5,1.5,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0.119489724,0
1129,Others,2,11,13,2,0,0,0,0,15,20,4,3,1,0,91.4,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1130,Oncology,43,11,226,9,3,5,4,47,0,0,5,6,29.5,13.6,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0.119489724,0
1131,Oncology,17,11,100,9,2,9,5,10,0,0,6,3,1.6,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,Oncology,14,11,188,9,0,9,2,2,0,0,2,8,1,1,0,0,0,0,0,0,0,0,0,5,1,0,0,8,0.119489724,0
1133,Oncology,31,11,195,9,2,1,1,1,0,0,6,2,0.5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.119489724,0
1134,Oncology,24,11,231,7,1,2,1,1,0,0,1,7,11.5,11,82,0,0,0,0,0,1,0,0,4,1,0,0,0,0.119520958,0
1135,Oncology,24,11,102,8,0,6,5,34,0,0,7,4,5,2,0,0,0,0,0,0,6,0,10,3,1,0,0,7,0.119489724,1
1136,Oncology,34,11,134,9,1,5,2,1,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1137,Oncology,18,11,11,1,1,9,5,8,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,141,0,0
1138,Gynecology,30,11,12,2,2,3,3,2,0,0,5,5,25.6,0,40.81818182,0,0,0,0,0,0,0,0,0,1,0,0,86,0,1
1139,Oncology,21,11,150,8,0,4,4,3,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1140,Oncology,15,11,12,2,0,6,3,21,0,1,4,7,5,0,0,0,14,0,1,8,10,0,10,0,1,0,1,132,0,0
1141,Oncology,13,11,625,8,2,7,4,1,0,0,5,6,9.5,8.5,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0.119520958,0
1142,Oncology,41,11,14,3,5,0,0,0,0,3,2,7,4,0,346.6206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,Oncology,27,11,245,9,2,6,3,4,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,8,1,4,0,15,0.119489724,0
1144,Oncology,33,11,279,9,1,3,3,9,0,0,3,7,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.119520958,0
1145,Oncology,36,11,42,7,0,2,1,11,0,6,4,7,17,5,21.90909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119489724,0
